T1_CC1_postVP,37,44,59
T1_CC3_postVP,42,40,61
T2_CC1_postVP,39,43,52
T2_CC2_postVP,40,41,49
T4_CC3_postVP,34,46,52
T6_CC1_postVP,41,45,59
T8_CC1_postVP,28,29,68
T8_CC2_postVP,36,36,62
T8_CC3_postVP,34,35,59
T9_CC1_postVP,41,44,64
